source,target,tipo_interacao,peso
SamrudhNelli,Danmoreng,comentario,2
dukuo,Roman-Weisman,comentario,2
indiancoderjeet,saeedvaziry,comentario,2
dhh,kromsam,comentario,2
davide-ferrara,kylebragger,comentario,2
noahc,pedrodrocha,comentario,2
mfornasa,dhh,comentario,2
geclos,emourad,comentario,2
ghost,emourad,comentario,2
jardahrazdera,emourad,comentario,2
brink-lab,saeedvaziry,comentario,2
ghost,emourad,comentario,2
Mohamedsayhii,emourad,comentario,2
ghost,emourad,comentario,2
arcbjorn,h14h,comentario,2
twobuh,ironicbadger,comentario,2
ryanschmidt,ironicbadger,comentario,2
ryanschmidt,ironicbadger,comentario,2
ryanschmidt,emourad,comentario,2
Jynx,emourad,comentario,2
Jynx,emourad,comentario,2
ryanschmidt,ironicbadger,comentario,2
dinvlad,ironicbadger,comentario,2
ryanschmidt,Roman-Weisman,comentario,2
fpigeonjr,hyprhex,comentario,2
fpigeonjr,rsd,comentario,2
fpigeonjr,m5lk3n,comentario,2
jschee,Roman-Weisman,comentario,2
tighthead3,ironicbadger,comentario,2
KyongSik-Yoon,emourad,comentario,2
noxidsoft,rsd,comentario,2
sroberts,fpigeonjr,comentario,2
OmarSkalli,ironicbadger,comentario,2
inffy,ironicbadger,comentario,2
dharmavagabond,rsd,comentario,2
dhh,noxidsoft,comentario,2
dharmavagabond,Davilonchi,comentario,2
dhh,emourad,comentario,2
sroberts,fpigeonjr,comentario,2
dhh,ironicbadger,comentario,2
dhh,eclecticc,comentario,2
mmneimne,NLedge,comentario,2
michielryvers,Sicherheit007,comentario,2
blazskufca,Sicherheit007,comentario,2
pil0u,ardavis,comentario,2
abenz1267,amirkarimi,comentario,2
abenz1267,amirkarimi,comentario,2
bdx-asn,ironicbadger,comentario,2
abenz1267,rsd,comentario,2
axelfontaine,ardavis,comentario,2
abenz1267,jondkinney,comentario,2
axelfontaine,SamrudhNelli,comentario,2
abenz1267,SamrudhNelli,comentario,2
dhh,tillebacon,comentario,2
abenz1267,iislamgom3a,comentario,2
brink-lab,adamavenir,comentario,2
abenz1267,golgor,comentario,2
ferranbonas,benWindsorCode,comentario,2
luski,fpigeonjr,comentario,2
brink-lab,adamavenir,comentario,2
ryanrhughes,michielryvers,comentario,2
bastnic,benWindsorCode,comentario,2
dhh,NLedge,comentario,2
michielryvers,Sicherheit007,comentario,2
kromsam,SamrudhNelli,comentario,2
twobuh,ironicbadger,comentario,2
brink-lab,iccodes,comentario,2
abenz1267,cakePhone,comentario,2
vlofgren,NLedge,comentario,2
yuters,NLedge,comentario,2
dhh,NLedge,comentario,2
brink-lab,jfernandez,comentario,2
jantytgat,fpigeonjr,comentario,2
kromsam,SamrudhNelli,comentario,2
ctarx,hyprhex,comentario,2
garymc,fpigeonjr,comentario,2
Stxzor,kromsam,comentario,2
yuters,NLedge,comentario,2
vlofgren,NLedge,comentario,2
davilera,fpigeonjr,comentario,2
SamrudhNelli,kromsam,comentario,2
jamesbellnet,fpigeonjr,comentario,2
zakkarija,fpigeonjr,comentario,2
dhh,NLedge,comentario,2
abenz1267,kromsam,comentario,2
abenz1267,jondkinney,comentario,2
vlofgren,NLedge,comentario,2
bcorcoran,adamavenir,comentario,2
davidcbacker,fpigeonjr,comentario,2
yuters,NLedge,comentario,2
jamesbellnet,fpigeonjr,comentario,2
fowlie,hyprhex,comentario,2
grealish,iandol,comentario,2
abenz1267,kromsam,comentario,2
loveloki,sailoz,comentario,2
abenz1267,kromsam,comentario,2
zaneschepke,pmercatoris,comentario,2
abenz1267,amirkarimi,comentario,2
pablete,jfernandez,comentario,2
brink-lab,adamavenir,comentario,2
abenz1267,amirkarimi,comentario,2
OmarSkalli,jfernandez,comentario,2
bcorcoran,adamavenir,comentario,2
guilhermetk,m5lk3n,comentario,2
kromsam,jardahrazdera,comentario,2
abenz1267,amirkarimi,comentario,2
jantytgat,fpigeonjr,comentario,2
dinvlad,joshleblanc,comentario,2
dhh,m5lk3n,comentario,2
jjeffrin,DustinEwers,comentario,2
brink-lab,adamavenir,comentario,2
dhh,fpigeonjr,comentario,2
dharmavagabond,jankeesvw,comentario,2
arcbjorn,gasper008,comentario,2
vlofgren,emourad,comentario,2
davelens,jjeffrin,comentario,2
kanishkdudeja,gasper008,comentario,2
kanishkdudeja,gasper008,comentario,2
kanishkdudeja,hyprhex,comentario,2
rmacklin,melonamin,comentario,2
bastnic,chriopter,comentario,2
JBraddockm,crackiee,comentario,2
c4software,dhh,comentario,2
iccodes,gjoedvad,comentario,2
ekhall,nkasco,comentario,2
cossssmin,iccodes,comentario,2
c4software,crackiee,comentario,2
jardahrazdera,SardonicSystems,comentario,2
alexperreault,JordanAnthonyKing,comentario,2
iandol,g-hartmann-kanguro,comentario,2
inffy,jjeffrin,comentario,2
abenz1267,cakePhone,comentario,2
abenz1267,arcbjorn,comentario,2
abenz1267,DanielApt,comentario,2
tlxq,acrogenesis,comentario,2
arcbjorn,eclecticc,comentario,2
dhh,NLedge,comentario,2
arcbjorn,DanielApt,comentario,2
abenz1267,arcbjorn,comentario,2
michaellenahan,kromsam,comentario,2
abenz1267,arcbjorn,comentario,2
HegewaldK,davide-ferrara,comentario,2
Knochestolle,jjeffrin,comentario,2
Knochestolle,jjeffrin,comentario,2
Knochestolle,jjeffrin,comentario,2
rez1coder,phucisstupid,comentario,2
jardahrazdera,rantnar,comentario,2
melonamin,ardavis,comentario,2
jardahrazdera,rantnar,comentario,2
jediwarpraptor,vlofgren,comentario,2
cyppe,vlofgren,comentario,2
jardahrazdera,rantnar,comentario,2
jardahrazdera,rantnar,comentario,2
HalvorNygaard,davide-ferrara,comentario,2
guilhermetk,vyrx-dev,comentario,2
guilhermetk,vyrx-dev,comentario,2
guilhermetk,vyrx-dev,comentario,2
rmacklin,vyrx-dev,comentario,2
guilhermetk,eclecticc,comentario,2
rmacklin,vyrx-dev,comentario,2
melonamin,ardavis,comentario,2
marcelotk15,kromsam,comentario,2
AdamUhh,emourad,comentario,2
okhomenko,minisiowo,comentario,2
dhh,jardahrazdera,comentario,2
inffy,flx-04,comentario,2
tahayvr,nqst,comentario,2
j5onrf,davide-ferrara,comentario,2
dhh,vyrx-dev,comentario,2
dhh,davide-ferrara,comentario,2
dhh,davide-ferrara,comentario,2
dhh,JordanAnthonyKing,comentario,2
vyrx-dev,hyprhex,comentario,2
dhh,pipetogrep,comentario,2
dhh,hjanuschka,comentario,2
dhh,ahmedalhulaibi,comentario,2
ColtonIdle,nqst,comentario,2
fpigeonjr,Justikun,comentario,2
ferrao,hyprhex,comentario,2
ferrao,hyprhex,comentario,2
jardahrazdera,fitzzz,comentario,2
phucisstupid,tahayvr,comentario,2
WToa,ankurkotwal,comentario,2
diogoodev,hyprhex,comentario,2
rez1coder,phucisstupid,comentario,2
WToa,ankurkotwal,comentario,2
dubsgordon,GiraffeCoding,comentario,2
rez1coder,phucisstupid,comentario,2
rez1coder,phucisstupid,comentario,2
Krymancer,rsd,comentario,2
dhh,jardahrazdera,comentario,2
dhh,joelgaff,comentario,2
inffy,rsd,comentario,2
dhh,ankurkotwal,comentario,2
dhh,TomRaaff,comentario,2
zaneschepke,pmercatoris,comentario,2
dhh,pipetogrep,comentario,2
weierfischen,nqst,comentario,2
dhh,rsd,comentario,2
dhh,Justikun,comentario,2
vikks,joelgaff,comentario,2
dhh,JordanAnthonyKing,comentario,2
dhh,tahayvr,comentario,2
cyppe,vlofgren,comentario,2
naxels,kodnin,comentario,2
KornienkoDev,ramlev,comentario,2
kanishkdudeja,zaneschepke,comentario,2
abenz1267,kodnin,comentario,2
abenz1267,kodnin,comentario,2
abenz1267,kanishkdudeja,comentario,2
MikeVeerman,c4software,comentario,2
JordanAnthonyKing,spdawson,comentario,2
JordanAnthonyKing,jondkinney,comentario,2
JordanAnthonyKing,spdawson,comentario,2
jadesro,rsd,comentario,2
inffy,indahud,comentario,2
ecvijil,gasper008,comentario,2
m5lk3n,guruswarupa,comentario,2
rbaezam,guruswarupa,comentario,2
jocke-champ,ecvijil,comentario,2
minatsilvester,zaneschepke,comentario,2
abenz1267,JordanAnthonyKing,comentario,2
dhh,oppegard,comentario,2
dhh,joelgaff,comentario,2
dhh,pipetogrep,comentario,2
m5lk3n,guruswarupa,comentario,2
rmateu,curtisspendlove,comentario,2
kanishkdudeja,zaneschepke,comentario,2
fals,roberto-aguilar,comentario,2
kanishkdudeja,djmiky43,comentario,2
rmacklin,sspaeti,comentario,2
guilhermetk,eclecticc,comentario,2
guilhermetk,joaomendoncaa,comentario,2
guilhermetk,black-adm,comentario,2
guilhermetk,indahud,comentario,2
guilhermetk,gasper008,comentario,2
dhh,zaneschepke,comentario,2
dhh,black-adm,comentario,2
dhh,nicfit,comentario,2
dhh,abenz1267,comentario,2
dhh,marksmithsgit,comentario,2
dhh,ecvijil,comentario,2
dhh,JordanAnthonyKing,comentario,2
dhh,jardahrazdera,comentario,2
dhh,rsd,comentario,2
abenz1267,JordanAnthonyKing,comentario,2
dhh,rantnar,comentario,2
dhh,JordanAnthonyKing,comentario,2
dhh,mouseoi9,comentario,2
dhh,noxidsoft,comentario,2
dhh,emourad,comentario,2
dhh,rsd,comentario,2
dhh,blakeshall,comentario,2
dhh,agxb001,comentario,2
dhh,Danmoreng,comentario,2
dhh,jamerrq,comentario,2
dhh,abenz1267,comentario,2
dhh,BarnardCollier,comentario,2
dhh,sgruendel,comentario,2
dhh,shubham-mamodiya,comentario,2
dhh,kylebragger,comentario,2
dhh,inhesrom,comentario,2
dhh,muhlinux,comentario,2
dhh,muhlinux,comentario,2
dhh,kromsam,comentario,2
dhh,neurotroph,comentario,2
dhh,vlofgren,comentario,2
dhh,jonbloor,comentario,2
dhh,nkasco,comentario,2
dhh,dwaynebradley,comentario,2
dhh,Gazler,comentario,2
dhh,pmercatoris,comentario,2
dhh,hyprhex,comentario,2
abenz1267,pmercatoris,comentario,2
dhh,woopstar,comentario,2
dhh,ChristerNilsson,comentario,2
dhh,opswole,comentario,2
dhh,iandol,comentario,2
dhh,RaphaelKimmig,comentario,2
dhh,timmo001,comentario,2
dhh,jardahrazdera,comentario,2
dhh,aifrim,comentario,2
dhh,tanshkoul,comentario,2
dhh,kodnin,comentario,2
dhh,kodnin,comentario,2
dhh,roberto-aguilar,comentario,2
dhh,valbertoenoc,comentario,2
dhh,inffy,comentario,2
dhh,vyrx-dev,comentario,2
dhh,vyrx-dev,comentario,2
dhh,vyrx-dev,comentario,2
dhh,c4software,comentario,2
dhh,JordanAnthonyKing,comentario,2
dhh,andrewjanssen,comentario,2
dhh,motaz-shokry,comentario,2
dhh,melonamin,comentario,2
dhh,cluah,comentario,2
dhh,Humam-Hamdan,comentario,2
abenz1267,JordanAnthonyKing,comentario,2
dhh,c4software,comentario,2
dhh,h14h,comentario,2
dhh,adamavenir,comentario,2
alexandru-calinoiu,neurotroph,comentario,2
dhh,ramtinJ95,comentario,2
dhh,AdiY00,comentario,2
dhh,jroes,comentario,2
inffy,indahud,comentario,2
dhh,pmercatoris,comentario,2
dhh,abenz1267,comentario,2
abenz1267,pmercatoris,comentario,2
inffy,indahud,comentario,2
bjarneo,sspaeti,comentario,2
dhh,c4software,comentario,2
dhh,motaz-shokry,comentario,2
rez1coder,SpaceByBlank,comentario,2
bjarneo,sspaeti,comentario,2
emourad,rigo3t,comentario,2
JordanAnthonyKing,dhh,comentario,2
hjanuschka,opswole,comentario,2
Gazler,dhh,comentario,2
Gazler,dhh,comentario,2
lealoureiro,JaxonWright,comentario,2
dhh,Gazler,comentario,2
dhh,fazzledev,comentario,2
dhh,opswole,comentario,2
JordanAnthonyKing,dhh,comentario,2
dhh,Atrena,comentario,2
dhh,omygolly,comentario,2
hjanuschka,opswole,comentario,2
dradrien,zaborowskimichal,comentario,2
hjanuschka,opswole,comentario,2
dhh,opswole,comentario,2
hjanuschka,opswole,comentario,2
dhh,SpaceByBlank,comentario,2
nemuiyarou,zaborowskimichal,comentario,2
brink-lab,joelgaff,comentario,2
dhh,nicfit,comentario,2
p134c0d3,nuelle16,comentario,2
Ronit9320,djmiky43,comentario,2
nkasco,MatthewHunt84,comentario,2
dhh,nkasco,comentario,2
dhh,nuelle16,comentario,2
golgor,acrogenesis,comentario,2
dhh,p134c0d3,comentario,2
dhh,nuelle16,comentario,2
thatbeautifuldream,Swarnim114,comentario,2
rmacklin,jardahrazdera,comentario,2
keanehatescoding,nilszeilon,comentario,2
keanehatescoding,dhh,comentario,2
gcarrep,nkasco,comentario,2
marktran,opswole,comentario,2
pedrodrocha,paucommit,comentario,2
majvax,indahud,comentario,2
ardavis,Coding4Hours,comentario,2
atiqsamtia,Swarnim114,comentario,2
hyprhex,JaberChowdhury,comentario,2
hyprhex,Coding4Hours,comentario,2
Krymancer,JaberChowdhury,comentario,2
Krymancer,Coding4Hours,comentario,2
hyprhex,Coding4Hours,comentario,2
Krymancer,hjanuschka,comentario,2
hyprhex,JaberChowdhury,comentario,2
dustenhubbard,blakeshall,comentario,2
dhh,JaberChowdhury,comentario,2
dhh,hyprhex,comentario,2
dhh,Krymancer,comentario,2
dhh,Prajwal-Prathiksh,comentario,2
k3rn31,indahud,comentario,2
k3rn31,nkasco,comentario,2
brink-lab,adamavenir,comentario,2
nik-here,tahayvr,comentario,2
dhh,nkasco,comentario,2
dkeysil,pilgren,comentario,2
brink-lab,adamavenir,comentario,2
dkeysil,pilgren,comentario,2
brink-lab,jondkinney,comentario,2
simonhoye,nkasco,comentario,2
k3rn31,nkasco,comentario,2
iamparmjeet,curtisspendlove,comentario,2
ncr,kanishkdudeja,comentario,2
dhh,chriopter,comentario,2
fgasperino,geolaw,comentario,2
dimas-cyriaco,rCirelli,comentario,2
ardavis,jheuing,comentario,2
dhh,nkasco,comentario,2
dhh,rCirelli,comentario,2
dhh,nkasco,comentario,2
lucasmartins,cometaj2,comentario,2
d4vsanchez,paucommit,comentario,2
golgor,vlofgren,comentario,2
ctarx,rCirelli,comentario,2
brink-lab,qasimsk20,comentario,2
c4software,axelfontaine,comentario,2
brink-lab,ainslec,comentario,2
brink-lab,ainslec,comentario,2
c4software,axelfontaine,comentario,2
c4software,axelfontaine,comentario,2
jardahrazdera,nkasco,comentario,2
manuel1618,axelfontaine,comentario,2
manuel1618,axelfontaine,comentario,2
acrogenesis,nkasco,comentario,2
manuel1618,axelfontaine,comentario,2
ryanrhughes,paucommit,comentario,2
dharmavagabond,tijoseymathew,comentario,2
tes424,nonetrix,comentario,2
acrogenesis,nkasco,comentario,2
brasilikum,g-hartmann-kanguro,comentario,2
doctorguile,acrogenesis,comentario,2
shawntz,putueddy,comentario,2
abenz1267,nonetrix,comentario,2
fowlie,axelfontaine,comentario,2
spdawson,pmercatoris,comentario,2
CEOehis,fpigeonjr,comentario,2
brink-lab,qasimsk20,comentario,2
brink-lab,qasimsk20,comentario,2
brink-lab,qasimsk20,comentario,2
vlofgren,nonetrix,comentario,2
hegjon,axelfontaine,comentario,2
hegjon,cakePhone,comentario,2
vlofgren,axelfontaine,comentario,2
daanlenaerts,curtisspendlove,comentario,2
kromsam,dhh,comentario,2
bcorcoran,adamavenir,comentario,2
brink-lab,adamavenir,comentario,2
bcorcoran,adamavenir,comentario,2
kromsam,jardahrazdera,comentario,2
joelgaff,adamavenir,comentario,2
mikeytag,shawntz,comentario,2
ogdakke,pedrodrocha,comentario,2
daanlenaerts,kromsam,comentario,2
joelgaff,adamavenir,comentario,2
ColtonIdle,jackos,comentario,2
bcorcoran,adamavenir,comentario,2
joelgaff,adamavenir,comentario,2
brink-lab,adamavenir,comentario,2
joelgaff,adamavenir,comentario,2
sattary,axelfontaine,comentario,2
killeik,dhh,comentario,2
flozano,joelgaff,comentario,2
brink-lab,qasimsk20,comentario,2
flozano,joelgaff,comentario,2
sxl613,jankeesvw,comentario,2
dhh,ColtonIdle,comentario,2
roberto-aguilar,grzegorzbartman,comentario,2
owensd,manuel1618,comentario,2
owensd,sspaeti,comentario,2
LucasAlfare,TomRaaff,comentario,2
geiman,sspaeti,comentario,2
ColtonIdle,jackos,comentario,2
Sgierek106,naxels,comentario,2
dhh,fabean,comentario,2
dhh,fabean,comentario,2
dhh,manuel1618,comentario,2
owensd,manuel1618,comentario,2
flozano,joelgaff,comentario,2
dannevang,grzegorzbartman,comentario,2
naxels,Eim-31,comentario,2
sxl613,jankeesvw,comentario,2
sxl613,jankeesvw,comentario,2
radu-corbu,nonetrix,comentario,2
pettersj,adamavenir,comentario,2
fisika1729,ColtonIdle,comentario,2
KornienkoDev,JordanAnthonyKing,comentario,2
pettersj,adamavenir,comentario,2
KrauseKurt,jackos,comentario,2
nielpattin,killeik,comentario,2
brink-lab,qasimsk20,comentario,2
omygolly,joelgaff,comentario,2
blazskufca,kromsam,comentario,2
adam-coates,kromsam,comentario,2
dharmavagabond,Addibro,comentario,2
dharmavagabond,Luquatic,comentario,2
brink-lab,qasimsk20,comentario,2
dharmavagabond,GiraffeCoding,comentario,2
leonardobetti,kromsam,comentario,2
SOBANEJAZ,hegjon,comentario,2
KidDogDad,pmercatoris,comentario,2
LucasAlfare,crackiee,comentario,2
shawntz,putueddy,comentario,2
381181295,kromsam,comentario,2
matthewcordaro,neurotroph,comentario,2
fisika1729,GiraffeCoding,comentario,2
spdawson,pmercatoris,comentario,2
eyadsibai,codewhizz,comentario,2
sxl613,dradrien,comentario,2
abenz1267,dradrien,comentario,2
nielpattin,killeik,comentario,2
ghostdogs-Alan,hyprhex,comentario,2
c4software,crackiee,comentario,2
wixisse,blazskufca,comentario,2
dhoppe,jonwsoto,comentario,2
JohnAZoidberg,inffy,comentario,2
emourad,putueddy,comentario,2
sxl613,ZacAmnell,comentario,2
hayjoh,axelfontaine,comentario,2
shawntz,putueddy,comentario,2
arafays,d4vsanchez,comentario,2
MateoGV14,the-name-romel,comentario,2
NixBiks,shawntz,comentario,2
shaynelegault,nuelle16,comentario,2
sxl613,ZacAmnell,comentario,2
emourad,the-name-romel,comentario,2
emourad,kromsam,comentario,2
bernbecht,DustinEwers,comentario,2
emourad,qasimsk20,comentario,2
brink-lab,qasimsk20,comentario,2
ColtonIdle,jondkinney,comentario,2
longsman,adamavenir,comentario,2
atorrez007,muhlinux,comentario,2
emourad,qasimsk20,comentario,2
roberto-aguilar,dhoppe,comentario,2
abenz1267,jondkinney,comentario,2
shawntz,putueddy,comentario,2
m5lk3n,system4app,comentario,2
m5lk3n,Eim-31,comentario,2
fisika1729,ColtonIdle,comentario,2
spdawson,gigor,comentario,2
hjanuschka,jankeesvw,comentario,2
naxels,Eim-31,comentario,2
martinmose,dhoppe,comentario,2
roberto-aguilar,dhoppe,comentario,2
alansikora,dhh,comentario,2
martinmose,dhoppe,comentario,2
m5lk3n,Eim-31,comentario,2
mohimirza,manuel1618,comentario,2
manuel1618,m5lk3n,comentario,2
hjanuschka,jankeesvw,comentario,2
hjanuschka,jankeesvw,comentario,2
naxels,Eim-31,comentario,2
hjanuschka,jankeesvw,comentario,2
thesyntaxdude,GiraffeCoding,comentario,2
amirkarimi,nkasco,comentario,2
dharmavagabond,GiraffeCoding,comentario,2
jpdombrowski,kromsam,comentario,2
jpdombrowski,abuturabofficial,comentario,2
owensd,shawnyeager,comentario,2
brennandunn,killeik,comentario,2
dharmavagabond,ColtonIdle,comentario,2
naxels,paul-fornage,comentario,2
abenz1267,paul-fornage,comentario,2
dhh,paul-fornage,comentario,2
dhh,paul-fornage,comentario,2
dhh,guidovicino,comentario,2
dhh,system4app,comentario,2
dhh,wilfredom,comentario,2
dhh,pipetogrep,comentario,2
dhh,the-name-romel,comentario,2
dz0ny,ElBrodino,comentario,2
dhh,JordanAnthonyKing,comentario,2
daanlenaerts,kromsam,comentario,2
havheg,kanishkdudeja,comentario,2
m5lk3n,Eim-31,comentario,2
jpdombrowski,abuturabofficial,comentario,2
jpdombrowski,kromsam,comentario,2
jpdombrowski,davide-ferrara,comentario,2
thesyntaxdude,GiraffeCoding,comentario,2
pjv,hyprhex,comentario,2
krymzonn,kromsam,comentario,2
system4app,crackiee,comentario,2
jpdombrowski,kromsam,comentario,2
MateoGV14,the-name-romel,comentario,2
benjamonnguyen,ramlev,comentario,2
rez1coder,MulSori,comentario,2
TeriyakiBomb,JaxonWright,comentario,2
ColtonIdle,ryanrhughes,comentario,2
kanishkdudeja,nkasco,comentario,2
spencern,adamavenir,comentario,2
rez1coder,manuelgdlvh,comentario,2
ryanrhughes,pipetogrep,comentario,2
ryanrhughes,wavic,comentario,2
joelgaff,adamavenir,comentario,2
grimkraut,zaneschepke,comentario,2
paul-fornage,zaneschepke,comentario,2
hjanuschka,jankeesvw,comentario,2
abenz1267,dz0ny,comentario,2
naxels,zaneschepke,comentario,2
kanishkdudeja,fisika1729,comentario,2
ryanrhughes,wavic,comentario,2
paganotoni,curtisspendlove,comentario,2
paganotoni,curtisspendlove,comentario,2
fpigeonjr,gkurts,comentario,2
fpigeonjr,ElBrodino,comentario,2
dpan,itsnumpty,comentario,2
dhh,itsnumpty,comentario,2
kb,wavic,comentario,2
m0unds,ZacAmnell,comentario,2
sgruendel,rsd,comentario,2
jadesro,rsd,comentario,2
sxl613,ZacAmnell,comentario,2
jonh-favo,itsnumpty,comentario,2
dhh,itsnumpty,comentario,2
sxl613,abuturabofficial,comentario,2
jonh-favo,itsnumpty,comentario,2
dhh,chriopter,comentario,2
dhh,chriopter,comentario,2
NickTheWilder,ZacAmnell,comentario,2
dhh,gkurts,comentario,2
dhh,zaneschepke,comentario,2
dhh,phush0,comentario,2
dhh,manuel1618,comentario,2
dhh,mxraw,comentario,2
dhh,sxl613,comentario,2
dhh,0xK1K3,comentario,2
dhh,c4software,comentario,2
dhh,pipetogrep,comentario,2
dhh,pipetogrep,comentario,2
dhh,dz0ny,comentario,2
dhh,pinionless,comentario,2
fisika1729,wavic,comentario,2
abenz1267,dz0ny,comentario,2
dhh,jankeesvw,comentario,2
dhh,jonwsoto,comentario,2
dhh,dhoppe,comentario,2
dhh,bftanase,comentario,2
dhh,gkurts,comentario,2
dhh,keithhubner,comentario,2
dhh,JustinMissmahl,comentario,2
dhh,SamrudhNelli,comentario,2
dhh,d4vsanchez,comentario,2
dhh,mroboff,comentario,2
dhh,arni1981,comentario,2
hjanuschka,JordanAnthonyKing,comentario,2
hjanuschka,JordanAnthonyKing,comentario,2
dhh,JordanAnthonyKing,comentario,2
rez1coder,arni1981,comentario,2
vaxerski,JordanAnthonyKing,comentario,2
hjanuschka,JordanAnthonyKing,comentario,2
cjoelrun,npenza,comentario,2
fisika1729,wavic,comentario,2
centifanto,wilfredom,comentario,2
hjanuschka,JordanAnthonyKing,comentario,2
netrusov,iamsameerpaudel,comentario,2
netrusov,iamsameerpaudel,comentario,2
dhh,arni1981,comentario,2
dhh,gkurts,comentario,2
dhh,andresatierf,comentario,2
axelfontaine,c4software,comentario,2
hjanuschka,JordanAnthonyKing,comentario,2
dhh,andresatierf,comentario,2
LucaNerlich,c4software,comentario,2
jondkinney,nilszeilon,comentario,2
Erik312,Eim-31,comentario,2
spencern,adamavenir,comentario,2
dhh,nilszeilon,comentario,2
dhh,nilszeilon,comentario,2
MikeVeerman,ColtonIdle,comentario,2
bcorcoran,adamavenir,comentario,2
jardahrazdera,PavelAlennikov,comentario,2
TyRichards,sspaeti,comentario,2
MikeVeerman,c4software,comentario,2
abenz1267,hjanuschka,comentario,2
kristofer,ElBrodino,comentario,2
MikeVeerman,c4software,comentario,2
NixBiks,chriopter,comentario,2
m5lk3n,Eim-31,comentario,2
ColtonIdle,nqst,comentario,2
taylortek91,hegjon,comentario,2
dharmavagabond,taylortek91,comentario,2
naxels,Eim-31,comentario,2
jondkinney,nilszeilon,comentario,2
netrusov,iamsameerpaudel,comentario,2
D-Pagey,minisiowo,comentario,2
El-fonto,smakrysopoulos,comentario,2
syhner,hegjon,comentario,2
joshuafouch,kromsam,comentario,2
crestanigui,wavic,comentario,2
lukehsiao,ryanrhughes,comentario,2
czrcbl,fisika1729,comentario,2
fisika1729,ColtonIdle,comentario,2
DiedrikDM,nilszeilon,comentario,2
med502,kromsam,comentario,2
MikeVeerman,ColtonIdle,comentario,2
fisika1729,ColtonIdle,comentario,2
kromsam,fisika1729,comentario,2
netrusov,curtisspendlove,comentario,2
LucasAlfare,TomRaaff,comentario,2
GyHUN95,Bekkenes,comentario,2
dhh,matsonj,comentario,2
celikbir,djmiky43,comentario,2
MichMich,MichaelTeeuw,comentario,2
dhh,D-Pagey,comentario,2
dhh,HadiRJ-web,comentario,2
dhh,fisika1729,comentario,2
dhh,wrex,comentario,2
dhh,wrex,comentario,2
dhh,taylortek91,comentario,2
manuel1618,MartinsBerzinsBN,comentario,2
manuel1618,axelfontaine,comentario,2
dhh,PavelAlennikov,comentario,2
dhh,ElBrodino,comentario,2
dhh,fisika1729,comentario,2
mehd-io,matsonj,comentario,2
naxels,matsonj,comentario,2
bjabot12,ajmAAid,comentario,2
dhh,matsonj,comentario,2
dhh,ajmAAid,comentario,2
dhh,ajmAAid,comentario,2
dhh,fisika1729,comentario,2
flavorjones,jardahrazdera,comentario,2
dhh,nqst,comentario,2
paul-fornage,danfascia,comentario,2
dhh,arcbjorn,comentario,2
paul-fornage,jardahrazdera,comentario,2
dhh,c4software,comentario,2
dhh,roberto-aguilar,comentario,2
dhh,D-Pagey,comentario,2
paul-fornage,jardahrazdera,comentario,2
etanshaul,muhlinux,comentario,2
OmarSkalli,hjanuschka,comentario,2
CrociDB,RodriMora,comentario,2
dhh,mroboff,comentario,2
bjabot12,ajmAAid,comentario,2
dhh,joshleblanc,comentario,2
bjabot12,ajmAAid,comentario,2
dhh,ryanrhughes,comentario,2
dhh,OmarSkalli,comentario,2
wolfgangw,dradrien,comentario,2
brink-lab,naxels,comentario,2
dhh,naxels,comentario,2
brink-lab,naxels,comentario,2
bftanase,randall-vx,comentario,2
LiamBateman,jasencarroll,comentario,2
GyHUN95,cometaj2,comentario,2
dharmavagabond,erdostom,comentario,2
aspasia-patron,blazskufca,comentario,2
aspasia-patron,roberto-aguilar,comentario,2
aspasia-patron,ashutoshbw,comentario,2
mfornasa,marcinczenko,comentario,2
DavidHoenisch,wltechblog,comentario,2
czrcbl,fisika1729,comentario,2
spencern,adamavenir,comentario,2
spencern,adamavenir,comentario,2
neilgilmour,Eim-31,comentario,2
bcorcoran,adamavenir,comentario,2
joshlatte,GiraffeCoding,comentario,2
microrony,wleme,comentario,2
rajesh-sv,wleme,comentario,2
bjabot12,ajmAAid,comentario,2
dhh,eifr,comentario,2
dhh,aquaspy,comentario,2
jardahrazdera,aquaspy,comentario,2
abenz1267,voody77,comentario,2
mrpbennett,gkurts,comentario,2
fowlie,Nueny,comentario,2
AliQ80,wleme,comentario,2
abenz1267,voody77,comentario,2
jardahrazdera,arafays,comentario,2
abenz1267,guilhermetk,comentario,2
abenz1267,c4software,comentario,2
abenz1267,c4software,comentario,2
silentjay,nqst,comentario,2
alexandru-calinoiu,EhsanulHaqueSiam,comentario,2
jardahrazdera,blazskufca,comentario,2
abenz1267,c4software,comentario,2
abenz1267,c4software,comentario,2
abenz1267,c4software,comentario,2
fisika1729,kmos,comentario,2
dhh,EhsanulHaqueSiam,comentario,2
dhh,blazskufca,comentario,2
D-Pagey,gkurts,comentario,2
mintisan,wleme,comentario,2
jardahrazdera,aquaspy,comentario,2
dhh,eifr,comentario,2
fisika1729,kmos,comentario,2
ArthurWillers,wleme,comentario,2
ArthurWillers,cluah,comentario,2
naxels,cinemast,comentario,2
fil2fr,wleme,comentario,2
ColtonIdle,axelfontaine,comentario,2
arni1981,cinemast,comentario,2
guilhermetk,voody77,comentario,2
naxels,rblalock,comentario,2
naxels,cinemast,comentario,2
dhh,fisika1729,comentario,2
dhh,kristofer,comentario,2
dhh,naxels,comentario,2
dhh,pipetogrep,comentario,2
