colaborador,degree,degree_weighted,degree_centrality,betweenness,closeness,eigenvector,pagerank,clustering_local,grupo_comunidade
NurdinDev,1,2,0.0003792188092529389,0.0,0.1467841981336639,0.0,0.00026342897239564915,0.0,26
ptsmonteiro,2,5,0.0007584376185058779,0.0,0.22339335995856005,0.0,0.0002631986120538563,0.03691630353414417,5
willsilvano,1,1,0.0003792188092529389,0.0,0.00068259385665529,0.0,0.0002629713342906826,0.0,41
Xamnalim,1,1,0.0003792188092529389,0.0,0.00068259385665529,0.0,0.0002629713342906826,0.0,39
BBennettChiba,1,1,0.0003792188092529389,0.0,0.00068259385665529,0.0,0.0002629713342906826,0.0,39
michaelmm,1,1,0.0003792188092529389,0.0,0.00068259385665529,0.0,0.0002629713342906826,0.0,41
amangupta20,1,1,0.0003792188092529389,0.0,0.00068259385665529,0.0,0.0002629713342906826,0.0,41
joeonit,1,1,0.0003792188092529389,0.0,0.00068259385665529,0.0,0.0002629713342906826,0.0,39
JaberChowdhury,3,5,0.0011376564277588168,1.6635616132216116e-06,0.21719442595556057,0.0,0.00026196438034050275,0.04730045339102481,13
davidgasquez,2,5,0.0007584376185058779,0.0,0.1841202637735545,0.0,0.00026182636462825364,0.0,4
lliamsymonds04,2,2,0.0007584376185058779,0.0007403110745127555,0.19901030649139997,0.0,0.00026175857124327735,0.0,2
dotsilva,2,5,0.0007584376185058779,0.0,0.1951157194574765,0.0,0.00026126944201263104,0.06708137536313527,1
ThiaudioTT,2,5,0.0007584376185058779,0.0,0.19781947243948705,0.0,0.0002612351459309886,0.046511627906976744,1
PranavKumar9529desai,5,5,0.0018960940462646946,0.005735227769674137,0.27842476944303246,0.0,0.0002609845405946964,0.020697398512875685,1
SimonGuldager,3,3,0.0011376564277588168,0.0010728370633862362,0.24419332485702447,0.0,0.0002605342906059707,0.0,1
alexx-avdeev,2,5,0.0007584376185058779,0.0,0.16411948000874813,0.0,0.00026036628194647663,0.046511627906976744,1
sarrietav-dev,4,5,0.0015168752370117557,0.000298284211321505,0.21500129380916694,0.0,0.00026007977290138463,0.017093574667345852,13
Nueny,3,3,0.0011376564277588168,0.000604568094121288,0.1888817560858461,0.0,0.00025957631351563616,0.0,28
carabistouflette,3,5,0.0011376564277588168,0.00025284695788173,0.2006152283179435,0.0,0.00025930976511951765,0.03021088694483755,1
bitclaw,3,5,0.0011376564277588168,9.641373544459733e-05,0.20236027057457515,0.0,0.0002591715737104437,0.031833713782471344,10
0xProt,2,5,0.0007584376185058779,0.0,0.16916948016791847,0.0,0.0002591502640425869,0.09674808479311182,10
sdurnov,3,4,0.0011376564277588168,0.00030080168522749465,0.19202882294817525,0.0,0.00025890048446959287,0.0,10
genebean,3,4,0.0011376564277588168,0.0007044617611064099,0.2440510072320471,0.0,0.00025888467677318407,0.016701044108774293,1
Mr-Sunglasses,2,5,0.0007584376185058779,0.0,0.16824059993664958,0.0,0.00025751633076455854,0.046511627906976744,1
rajofearth,3,4,0.0011376564277588168,4.315843807886255e-07,0.24390885539791524,0.0,0.0002571462588310249,0.020057372495877513,1
daltonwillard,1,3,0.0003792188092529389,0.0,0.13993345137587998,0.0,0.00025666016401302926,0.0,6
not-NEK0,3,5,0.0011376564277588168,6.1926094864462505e-06,0.1829671657044804,0.0,0.0002563408552003895,0.04172101606160101,1
d0ctr,2,5,0.0007584376185058779,0.0,0.16707707936254323,0.0,0.0002563058040087801,0.0722612210686944,1
Mulhamsth,2,3,0.0007584376185058779,6.060164013573617e-06,0.17579800723858977,0.0,0.0002561848382378186,0.0,4
cannikin,1,5,0.0003792188092529389,0.0,0.12198403259959822,0.0,0.0002560718824411335,0.0,1
abdellahrk,2,5,0.0007584376185058779,0.0,0.18780872473119486,0.0,0.0002555768853112656,0.06708137536313527,5
luigig44,2,5,0.0007584376185058779,0.0,0.17563824672869102,0.0,0.00025540603368311176,0.046511627906976744,1
kbsali,1,3,0.0003792188092529389,0.0,0.11839153328875342,0.0,0.00025525314248959525,0.0,46
